Student ID,Name,Location,Zip Code,Grade,Major,Interests,Bio
795,Noah Williams,Rural Area,37202,6,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Williams! A 6th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
796,Noah Williams,Suburban Area,18195,12,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Williams! A 12th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
797,Emily Smith,Rural Area,83833,11,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Emily Smith! A 11th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
798,Ava Johnson,Suburban Area,86144,7,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Johnson! A 7th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
799,Liam Martinez,Suburban Area,67292,7,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Liam Martinez! A 7th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
800,Aiden Johnson,Rural Area,48169,5,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Johnson! A 5th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
801,Daniel Smith,Suburban Area,11872,5,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Daniel Smith! A 5th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
802,Ethan Johnson,Urban Area,53468,1,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ethan Johnson! A 1th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
803,Sophia Rodriguez,Rural Area,86918,10,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Rodriguez! A 10th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
804,Olivia Taylor,Suburban Area,44518,10,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Olivia Taylor! A 10th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
805,Noah Johnson,Rural Area,65008,11,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Johnson! A 11th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
806,Emily Rodriguez,Urban Area,14642,5,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Rodriguez! A 5th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
807,Ava Jackson,Rural Area,26106,4,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ava Jackson! A 4th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
808,Ethan Taylor,Rural Area,92531,2,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ethan Taylor! A 2th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
809,Isabella Johnson,Urban Area,16282,7,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Isabella Johnson! A 7th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
810,Emma Garcia,Suburban Area,72378,12,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Emma Garcia! A 12th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
811,Emily Brown,Suburban Area,84857,5,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emily Brown! A 5th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
812,Emma Smith,Rural Area,91390,1,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Smith! A 1th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
813,Noah Taylor,Urban Area,29563,1,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Taylor! A 1th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
814,Emma Johnson,Rural Area,35470,6,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emma Johnson! A 6th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
815,Ethan Garcia,Rural Area,24861,8,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Garcia! A 8th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
816,Noah Rodriguez,Suburban Area,98932,10,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Rodriguez! A 10th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
817,Ava Jones,Suburban Area,67766,7,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Jones! A 7th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
818,Isabella Davis,Urban Area,86388,11,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Isabella Davis! A 11th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
819,Liam Brown,Suburban Area,41544,11,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Liam Brown! A 11th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
820,Emma Johnson,Urban Area,57262,1,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Johnson! A 1th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
821,Emily Jones,Suburban Area,31684,11,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Emily Jones! A 11th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
822,Isabella Brown,Suburban Area,78803,12,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Brown! A 12th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
823,Jackson Johnson,Urban Area,28159,7,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Johnson! A 7th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
824,Daniel Smith,Rural Area,47208,4,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Daniel Smith! A 4th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
825,Sophia Jones,Rural Area,55753,8,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Jones! A 8th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
826,Ethan Garcia,Rural Area,70136,4,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Garcia! A 4th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
827,Aiden Davis,Suburban Area,22404,12,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Davis! A 12th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
828,Daniel Brown,Urban Area,24420,6,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Daniel Brown! A 6th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
829,Isabella Davis,Urban Area,79421,12,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Isabella Davis! A 12th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
830,Isabella Davis,Urban Area,28969,8,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Davis! A 8th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
831,Sophia Smith,Rural Area,27071,12,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Smith! A 12th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
832,Ethan Johnson,Suburban Area,69829,12,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Johnson! A 12th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
833,Emily Rodriguez,Rural Area,15266,8,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emily Rodriguez! A 8th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
834,Liam Taylor,Rural Area,49067,1,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Liam Taylor! A 1th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
835,Ethan Taylor,Rural Area,88864,2,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Taylor! A 2th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
836,Emily Smith,Urban Area,15668,9,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Emily Smith! A 9th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
837,Daniel Jackson,Rural Area,47490,2,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Jackson! A 2th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
838,Noah Brown,Rural Area,88761,11,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Brown! A 11th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
839,Aiden Miller,Rural Area,35424,3,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Miller! A 3th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
840,Ethan Martinez,Suburban Area,37848,6,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Martinez! A 6th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
841,Jackson Garcia,Rural Area,61213,1,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Jackson Garcia! A 1th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
842,Jackson Johnson,Urban Area,32966,8,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Johnson! A 8th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
843,Ethan Davis,Rural Area,78997,4,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ethan Davis! A 4th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
844,Aiden Williams,Urban Area,89491,2,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Williams! A 2th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
845,Sophia Davis,Suburban Area,34150,5,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Sophia Davis! A 5th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
846,Ava Brown,Suburban Area,98203,1,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ava Brown! A 1th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
847,Emma Johnson,Suburban Area,39040,12,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emma Johnson! A 12th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
848,Ethan Rodriguez,Urban Area,63578,1,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Rodriguez! A 1th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
849,Liam Jackson,Rural Area,58908,7,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Liam Jackson! A 7th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
850,Noah Garcia,Rural Area,37751,7,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Noah Garcia! A 7th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
851,Jackson Jones,Suburban Area,97752,12,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Jones! A 12th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
852,Emma Taylor,Rural Area,60319,10,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Emma Taylor! A 10th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
853,Liam Garcia,Urban Area,79668,10,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Liam Garcia! A 10th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
854,Jackson Taylor,Urban Area,23836,12,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Taylor! A 12th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
855,Aiden Jackson,Urban Area,15009,9,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Aiden Jackson! A 9th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
856,Noah Brown,Rural Area,86220,5,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Noah Brown! A 5th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
857,Noah Williams,Urban Area,35950,9,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Williams! A 9th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
858,Olivia Smith,Suburban Area,84316,10,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Smith! A 10th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
859,Ethan Martinez,Rural Area,87333,9,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Martinez! A 9th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
860,Emma Miller,Rural Area,89133,6,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Miller! A 6th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
861,Ava Jones,Rural Area,34066,10,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Jones! A 10th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
862,Isabella Davis,Suburban Area,56289,8,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Isabella Davis! A 8th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
863,Ava Smith,Rural Area,47803,11,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ava Smith! A 11th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
864,Daniel Johnson,Suburban Area,25465,7,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Daniel Johnson! A 7th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
865,Olivia Davis,Rural Area,37737,10,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Olivia Davis! A 10th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
866,Emily Rodriguez,Suburban Area,55672,4,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emily Rodriguez! A 4th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
867,Olivia Martinez,Rural Area,55540,6,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Martinez! A 6th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
868,Liam Jackson,Urban Area,12270,7,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Liam Jackson! A 7th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
869,Jackson Williams,Suburban Area,63033,4,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Jackson Williams! A 4th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
870,Ava Taylor,Urban Area,13916,5,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ava Taylor! A 5th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
871,Isabella Smith,Rural Area,13377,2,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Isabella Smith! A 2th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
872,Isabella Johnson,Urban Area,16160,8,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Isabella Johnson! A 8th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
873,Sophia Johnson,Rural Area,82368,4,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Johnson! A 4th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
874,Daniel Rodriguez,Rural Area,92673,2,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Daniel Rodriguez! A 2th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
875,Noah Garcia,Suburban Area,50052,5,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Garcia! A 5th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
876,Jackson Brown,Suburban Area,11388,4,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Brown! A 4th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
877,Emma Johnson,Urban Area,54098,2,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Emma Johnson! A 2th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
878,Sophia Taylor,Urban Area,50294,8,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Sophia Taylor! A 8th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
879,Emily Jones,Suburban Area,41607,12,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emily Jones! A 12th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
880,Emma Miller,Urban Area,16986,9,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Miller! A 9th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
881,Olivia Brown,Urban Area,37526,7,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Brown! A 7th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
882,Liam Williams,Suburban Area,59541,8,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Liam Williams! A 8th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
883,Noah Brown,Suburban Area,39220,9,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Brown! A 9th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
884,Liam Martinez,Urban Area,41526,6,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Liam Martinez! A 6th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
885,Jackson Davis,Urban Area,21579,12,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Davis! A 12th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
886,Daniel Davis,Suburban Area,74817,1,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Daniel Davis! A 1th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
887,Sophia Davis,Rural Area,26135,2,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Sophia Davis! A 2th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
888,Jackson Jones,Suburban Area,31155,7,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Jones! A 7th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
889,Noah Garcia,Urban Area,59182,1,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Noah Garcia! A 1th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
890,Ethan Taylor,Rural Area,59831,1,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Ethan Taylor! A 1th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
891,Isabella Jones,Urban Area,55054,6,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Jones! A 6th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
892,Emily Martinez,Urban Area,53521,3,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emily Martinez! A 3th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
893,Emily Martinez,Rural Area,97217,11,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emily Martinez! A 11th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
894,Sophia Miller,Suburban Area,87983,3,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Sophia Miller! A 3th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
895,Emma Martinez,Suburban Area,38436,9,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Martinez! A 9th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
896,Jackson Brown,Suburban Area,43486,3,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Brown! A 3th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
897,Ava Martinez,Rural Area,91050,5,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ava Martinez! A 5th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
898,Daniel Brown,Rural Area,51651,12,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Daniel Brown! A 12th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
899,Liam Jones,Rural Area,53610,7,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Liam Jones! A 7th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
900,Jackson Brown,Rural Area,16320,7,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Brown! A 7th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
901,Daniel Miller,Urban Area,48299,8,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Daniel Miller! A 8th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
902,Jackson Jackson,Urban Area,37957,4,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Jackson! A 4th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
903,Jackson Taylor,Urban Area,22219,1,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Jackson Taylor! A 1th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
904,Isabella Taylor,Rural Area,46528,9,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Isabella Taylor! A 9th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
905,Jackson Miller,Urban Area,20225,8,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Jackson Miller! A 8th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
906,Noah Rodriguez,Rural Area,71567,2,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Rodriguez! A 2th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
907,Noah Miller,Suburban Area,50293,8,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Miller! A 8th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
908,Emily Smith,Suburban Area,10504,10,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emily Smith! A 10th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
909,Daniel Rodriguez,Rural Area,77955,4,Arts,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Daniel Rodriguez! A 4th-grade student interested in Arts. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
910,Noah Jones,Suburban Area,49208,10,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Jones! A 10th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
911,Olivia Martinez,Suburban Area,64287,10,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Martinez! A 10th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
912,Emily Rodriguez,Suburban Area,40604,4,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Rodriguez! A 4th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
913,Olivia Rodriguez,Suburban Area,32386,11,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Olivia Rodriguez! A 11th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
914,Emily Smith,Urban Area,29611,11,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Smith! A 11th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
